1|src/main/resources/mysqlData/productIMG/980675595_V_00.jpg|0
1|src/main/resources/mysqlData/productIMG/980675595_P_00.jpg|1
2|src/main/resources/mysqlData/productIMG/DD2021_0.png|0
2|src/main/resources/mysqlData/productIMG/DD2021_1.png|1
2|src/main/resources/mysqlData/productIMG/DD2021_2.png|2
2|src/main/resources/mysqlData/productIMG/DD2021_3.png|3
6|src/main/resources/mysqlData/productIMG/DD2021_2.png|0
6|src/main/resources/mysqlData/productIMG/DD2021_1.png|1
6|src/main/resources/mysqlData/productIMG/DD2021_3.png|2
11|src/main/resources/mysqlData/productIMG/DD2021_3.png|0
11|src/main/resources/mysqlData/productIMG/DD2021_1.png|1
11|src/main/resources/mysqlData/productIMG/DD2021_2.png|2
8|src/main/resources/mysqlData/productIMG/8334527_0.png|0
8|src/main/resources/mysqlData/productIMG/8334527_1.png|1
8|src/main/resources/mysqlData/productIMG/8334527_2.png|2
5|src/main/resources/mysqlData/productIMG/ts100293_0.png|0
5|src/main/resources/mysqlData/productIMG/ts100293_1.png|1
5|src/main/resources/mysqlData/productIMG/ts100293_2.png|2
5|src/main/resources/mysqlData/productIMG/ts100293_0.png|0
4|src/main/resources/mysqlData/productIMG/BQ983710_0.png|0
4|src/main/resources/mysqlData/productIMG/BQ983710_1.png|1
3|src/main/resources/mysqlData/productIMG/10002816_0.png|0
7|src/main/resources/mysqlData/productIMG/8370842_0.png|0
7|src/main/resources/mysqlData/productIMG/8370842_1.png|1
9|src/main/resources/mysqlData/productIMG/8383580_0.png|0
9|src/main/resources/mysqlData/productIMG/8383580_1.png|1
10|src/main/resources/mysqlData/productIMG/sd-102334441_0.png|0
10|src/main/resources/mysqlData/productIMG/sd-102334441_1.png|1
10|src/main/resources/mysqlData/productIMG/sd-102334441_2.png|2
10|src/main/resources/mysqlData/productIMG/sd-102334441_3.png|3
10|src/main/resources/mysqlData/productIMG/sd-102334441_3.png|3
